nose_y      ,nose_x      ,l_eye_y     ,l_eye_x     ,r_eye_y     ,r_eye_x     ,l_ear_y     ,l_ear_x     ,r_ear_y     ,r_ear_x     ,l_shldr_y   ,l_shldr_x   ,r_shldr_y   ,r_shldr_x   ,l_elbow_y   ,l_elbow_x   ,r_elbow_y   ,r_elbow_x   ,l_wrist_y   ,l_wrist_x   ,r_wrist_y   ,r_wrist_x   ,l_hip_y     ,l_hip_x     ,r_hip_y     ,r_hip_x     ,l_knee_y    ,l_knee_x    ,r_knee_y    ,r_knee_x    ,l_ankle_y   ,l_ankle_x   ,r_ankle_y   ,r_ankle_x   
0.796663702 ,-1.077380061,0.793120801 ,-1.098969698,0.770749331 ,-1.117397666,0.706344724 ,-1.049356818,0.659171343 ,-1.080226898,0.595995605 ,-0.836431921,0.446312189 ,-0.870493472,0.990211725 ,-0.306708485,0.601195931 ,-0.597159863,1.015059590 ,-0.888469934,0.870660067 ,-0.880580306,0.038852029 ,0.038736511 ,-0.038852312,-0.038736511,0.879619062 ,-0.110622957,0.728350401 ,-0.184065253,0.480853200 ,0.510507226 ,0.395942748 ,0.416694969 
0.806819201 ,-1.080106497,0.800332665 ,-1.102037907,0.767385721 ,-1.105710983,0.705500364 ,-1.045480132,0.670657456 ,-1.094833493,0.605478108 ,-0.819788694,0.463637143 ,-0.870475352,1.001278400 ,-0.302719265,0.679408967 ,-0.570473433,1.024932384 ,-0.882146776,0.878224313 ,-0.886248112,0.035568252 ,0.040503766 ,-0.035568535,-0.040504046,0.892980814 ,-0.110376000,0.744007766 ,-0.175155923,0.483586758 ,0.510683715 ,0.398076624 ,0.412412912 
0.808979034 ,-1.071747184,0.804635346 ,-1.097484827,0.773945570 ,-1.099612236,0.709760725 ,-1.039878726,0.673210144 ,-1.061053157,0.605005860 ,-0.818194449,0.468251705 ,-0.869442463,0.995557249 ,-0.303168714,0.687555969 ,-0.570553422,1.017958045 ,-0.882952213,0.886247218 ,-0.893889844,0.033998482 ,0.028458355 ,-0.033998758,-0.028458631,0.899502814 ,-0.123191454,0.748672605 ,-0.181430236,0.490769923 ,0.490443438 ,0.412895501 ,0.396008074 
0.818145931 ,-1.070122719,0.793406725 ,-1.085255861,0.783797145 ,-1.097042799,0.707659364 ,-1.043825507,0.673569322 ,-1.089542389,0.592101455 ,-0.820993066,0.455935836 ,-0.882420540,0.979220510 ,-0.310037464,0.695653081 ,-0.562179625,1.017718554 ,-0.894821942,0.882600188 ,-0.905877292,0.030417847 ,0.029261185 ,-0.030418124,-0.029261185,0.904710352 ,-0.124032199,0.795751989 ,-0.148338765,0.490028888 ,0.492398858 ,0.412165403 ,0.390812844 
0.823238254 ,-1.074496031,0.812969089 ,-1.102416039,0.784058332 ,-1.098804951,0.711175501 ,-1.050265670,0.677913904 ,-1.091376424,0.599759519 ,-0.841871619,0.442846090 ,-0.864871740,0.987656176 ,-0.320361137,0.703341007 ,-0.552581966,1.038997889 ,-0.905271649,0.912707746 ,-0.903649390,0.032665968 ,0.024848539 ,-0.032665968,-0.024848260,0.923157871 ,-0.173658744,0.822496533 ,-0.189686239,0.495636553 ,0.492042542 ,0.418720245 ,0.395778924 
0.822367787 ,-1.072122812,0.797283292 ,-1.087697625,0.787665606 ,-1.098411918,0.714620888 ,-1.042502761,0.682023048 ,-1.063969254,0.604158759 ,-0.811820090,0.468319803 ,-0.876312077,0.977180064 ,-0.305152893,0.654560685 ,-0.673981190,1.017660856 ,-0.886114657,0.890196204 ,-0.898065090,0.030894428 ,0.034380946 ,-0.030894706,-0.034380946,0.916629553 ,-0.163448319,0.817995846 ,-0.182171166,0.491579831 ,0.486323804 ,0.416411310 ,0.389404625 
0.821385145 ,-1.071679354,0.794536591 ,-1.086270094,0.784531295 ,-1.100955248,0.712878227 ,-1.044352770,0.678357005 ,-1.067986608,0.601415575 ,-0.822908342,0.470890582 ,-0.865333021,0.946746767 ,-0.278678924,0.676435053 ,-0.645468354,1.019661903 ,-0.884404838,0.891402125 ,-0.898671329,0.027106162 ,0.032989491 ,-0.027106162,-0.032989211,0.917238355 ,-0.160000354,0.814700425 ,-0.197942123,0.492044896 ,0.496082067 ,0.413367242 ,0.403518051 
0.810085475 ,-1.077366710,0.799403071 ,-1.098154306,0.773941636 ,-1.108814240,0.711826801 ,-1.044180512,0.672848344 ,-1.071293354,0.606905758 ,-0.823718131,0.460600525 ,-0.867562592,0.936785996 ,-0.271184832,0.716131687 ,-0.531883299,0.997148812 ,-0.886831939,0.881114006 ,-0.886506915,0.029282844 ,0.031669904 ,-0.029282844,-0.031669904,0.904446781 ,-0.148614302,0.800833762 ,-0.159114733,0.486407548 ,0.494151145 ,0.411793441 ,0.402803957 
0.817737758 ,-1.050654292,0.800460041 ,-1.072988749,0.793616056 ,-1.082455754,0.697526395 ,-1.037098765,0.675044894 ,-1.071316123,0.601149559 ,-0.833654106,0.467720836 ,-0.856764734,0.941129088 ,-0.280355245,0.847655535 ,-0.282803833,1.036229849 ,-0.883982778,0.934515953 ,-0.878952563,0.032008089 ,0.021955691 ,-0.032008369,-0.021955691,0.898731291 ,-0.161061659,0.803596675 ,-0.153366670,0.482603341 ,0.478129119 ,0.423145652 ,0.415444434 
0.819749594 ,-1.058306813,0.800843418 ,-1.081582785,0.796445668 ,-1.092544079,0.694902003 ,-1.044677019,0.676316798 ,-1.055307150,0.588992834 ,-0.833880842,0.463491201 ,-0.866788685,0.935205519 ,-0.284858048,0.831007123 ,-0.347310215,1.033409953 ,-0.892970145,0.931021810 ,-0.890444100,0.027485969 ,0.019780552 ,-0.027485969,-0.019780830,0.903313577 ,-0.163132668,0.801730514 ,-0.166370675,0.524431407 ,0.497384727 ,0.425179183 ,0.415712535 
0.824493706 ,-1.065065980,0.804234147 ,-1.086778402,0.800288856 ,-1.095466375,0.695843101 ,-1.046873689,0.681745291 ,-1.053082347,0.589363217 ,-0.837621093,0.469369411 ,-0.859165490,0.936880589 ,-0.282128960,0.846265852 ,-0.292608202,1.047553778 ,-0.891531229,0.944359481 ,-0.876802862,0.030811572 ,0.021692023 ,-0.030811850,-0.021692023,0.896616459 ,-0.154355332,0.775415063 ,-0.144925699,0.479389697 ,0.475097328 ,0.420856297 ,0.418691665 
0.844299972 ,-1.067289352,0.808681905 ,-1.090637326,0.804518938 ,-1.102395296,0.706856430 ,-1.042035699,0.688879669 ,-1.054233193,0.586989760 ,-0.836156189,0.470647663 ,-0.861313522,0.946508527 ,-0.278801650,0.842094719 ,-0.288056135,1.041528702 ,-0.837126195,0.939647138 ,-0.873739660,0.025295945 ,0.030058572 ,-0.025295945,-0.030058295,0.912999213 ,-0.157659039,0.812151194 ,-0.191090778,0.485631734 ,0.473762929 ,0.422853768 ,0.404740095 
0.841514587 ,-1.063983917,0.825157404 ,-1.085344911,0.819337189 ,-1.103286386,0.712209642 ,-1.046238065,0.696519256 ,-1.066080809,0.589241803 ,-0.837438703,0.447686523 ,-0.872759879,0.950251937 ,-0.335942209,0.827070594 ,-0.334554642,1.045287728 ,-0.903791547,0.932931483 ,-0.890728831,0.033925537 ,0.030716347 ,-0.033925816,-0.030716067,0.908772528 ,-0.150985092,0.782606661 ,-0.222342491,0.484041333 ,0.489735931 ,0.417274147 ,0.418203652 
0.826557338 ,-1.057248235,0.812538326 ,-1.079833984,0.807671666 ,-1.095406890,0.709198892 ,-1.046967149,0.685695291 ,-1.067039847,0.579175770 ,-0.840958774,0.440184414 ,-0.879768968,0.942888021 ,-0.337074012,0.816016674 ,-0.343074590,1.037034750 ,-0.903013885,0.916495621 ,-0.908607841,0.035389438 ,0.035530478 ,-0.035389438,-0.035530478,0.904031336 ,-0.147310808,0.804909945 ,-0.222695261,0.476223916 ,0.490845174 ,0.409823090 ,0.412712425 
0.834429026 ,-1.064379454,0.826868117 ,-1.083546281,0.819467723 ,-1.099784136,0.725318074 ,-1.045419097,0.684563279 ,-1.088321567,0.575924575 ,-0.828076303,0.446930707 ,-0.890576541,0.948917150 ,-0.272125244,0.817803681 ,-0.345257640,1.056585073 ,-0.889328301,0.950030208 ,-0.893671393,0.041692566 ,0.041577261 ,-0.041692853,-0.041577544,0.900052488 ,-0.142864928,0.774223328 ,-0.179692119,0.478580415 ,0.504996657 ,0.407024831 ,0.419686258 
0.835149765 ,-1.061187148,0.825449347 ,-1.081349254,0.820543826 ,-1.096228361,0.722569644 ,-1.042919278,0.686720967 ,-1.083644390,0.571097493 ,-0.832844973,0.448582798 ,-0.887693524,0.945440650 ,-0.278537482,0.816591263 ,-0.344765216,1.056323409 ,-0.891636312,0.950607955 ,-0.887906492,0.038748976 ,0.038308892 ,-0.038749259,-0.038308609,0.897045374 ,-0.157890290,0.771473229 ,-0.193612710,0.478641540 ,0.495293587 ,0.407810003 ,0.415048778 
0.835050225 ,-1.063812613,0.823726594 ,-1.085094094,0.819558918 ,-1.100323200,0.719528556 ,-1.048215151,0.685202360 ,-1.087926865,0.572673321 ,-0.832830787,0.447240233 ,-0.887569606,0.943041980 ,-0.277796715,0.815479875 ,-0.343717456,1.051510930 ,-0.901527047,0.948049188 ,-0.895591497,0.037639238 ,0.037952028 ,-0.037639238,-0.037952028,0.903096557 ,-0.154326022,0.779739499 ,-0.181907788,0.477394819 ,0.499878198 ,0.403807700 ,0.413376868 
0.845783591 ,-1.071212053,0.830283463 ,-1.095182657,0.827360988 ,-1.108942032,0.718218029 ,-1.052649140,0.689126134 ,-1.090944529,0.564082623 ,-0.835495830,0.443990111 ,-0.891869247,0.946612060 ,-0.284401506,0.821657181 ,-0.350115091,1.061694264 ,-0.913913906,0.951521337 ,-0.900085747,0.032308280 ,0.038939022 ,-0.032308567,-0.038939305,0.904332876 ,-0.161355823,0.778066218 ,-0.189264059,0.480811745 ,0.498564720 ,0.408918649 ,0.417237967 
0.839594305 ,-1.074125648,0.825801551 ,-1.095676064,0.822296917 ,-1.111639023,0.712679803 ,-1.055333138,0.693559468 ,-1.072436333,0.561467290 ,-0.842659175,0.444083154 ,-0.886174798,0.951811373 ,-0.280299187,0.826059759 ,-0.345750123,1.063420653 ,-0.904309690,0.955609083 ,-0.897137523,0.033471283 ,0.037516050 ,-0.033471283,-0.037516050,0.918169260 ,-0.181894585,0.778111041 ,-0.241431460,0.480829120 ,0.504666090 ,0.408471227 ,0.428581089 
0.829485655 ,-1.070329905,0.816727817 ,-1.094548464,0.810260653 ,-1.109272599,0.710758150 ,-1.062264562,0.685923100 ,-1.104819775,0.548260570 ,-0.862156272,0.427916378 ,-0.883431971,0.951225638 ,-0.345556468,0.826436520 ,-0.348806918,1.063487411 ,-0.916444480,0.953322709 ,-0.902624488,0.038801160 ,0.035890706 ,-0.038801160,-0.035890706,0.919772089 ,-0.185632676,0.775688410 ,-0.249138176,0.473457962 ,0.500342607 ,0.402765483 ,0.432907492 
0.818542480 ,-1.058061242,0.815784514 ,-1.082490921,0.805166602 ,-1.099831104,0.719408393 ,-1.054948449,0.682399929 ,-1.073786497,0.571573138 ,-0.856355965,0.418163031 ,-0.881580472,0.947018147 ,-0.332906216,0.822318494 ,-0.338431358,1.053637028 ,-0.888793766,0.938070893 ,-0.884256542,0.040544402 ,0.035864260 ,-0.040544402,-0.035863977,0.907948256 ,-0.149917051,0.776712358 ,-0.234725043,0.481831700 ,0.508555114 ,0.409690410 ,0.430469781 
0.831630051 ,-1.056556225,0.825932384 ,-1.087601423,0.817620337 ,-1.103997588,0.710703731 ,-1.072686791,0.687427342 ,-1.084280491,0.555624545 ,-0.855193734,0.422593623 ,-0.889251530,0.953661501 ,-0.265779585,0.814222813 ,-0.338748783,1.050590754 ,-0.880525649,0.916040957 ,-0.863808334,0.042707574 ,0.040214024 ,-0.042707574,-0.040214024,0.912557125 ,-0.148981065,0.774083436 ,-0.221276969,0.485583633 ,0.513922036 ,0.410056084 ,0.428633958 
0.840356410 ,-1.057604671,0.827808082 ,-1.091353297,0.820421934 ,-1.108288765,0.711296380 ,-1.072173476,0.686870813 ,-1.086105943,0.562937140 ,-0.849820137,0.421931773 ,-0.890878797,0.941599190 ,-0.275827378,0.801766038 ,-0.341924965,1.038586974 ,-0.895181179,0.916525960 ,-0.898774385,0.039283704 ,0.039458156 ,-0.039283983,-0.039457876,0.904601693 ,-0.155798689,0.762197018 ,-0.221754327,0.476032525 ,0.501608074 ,0.400926918 ,0.413287282 
0.832400084 ,-1.064055562,0.821544528 ,-1.094964743,0.816229641 ,-1.112413049,0.709637880 ,-1.059226274,0.684557378 ,-1.070098281,0.573047340 ,-0.841830015,0.428164989 ,-0.889520168,0.925032794 ,-0.281010747,0.630257607 ,-0.555307865,1.015525579 ,-0.892711878,0.873433530 ,-0.882275581,0.037732184 ,0.037560184 ,-0.037732184,-0.037559908,0.894585669 ,-0.161449820,0.782167971 ,-0.242060959,0.468443692 ,0.483342528 ,0.398971140 ,0.400955677 
0.827817917 ,-1.071695566,0.813915133 ,-1.100991726,0.809930027 ,-1.116707802,0.696643293 ,-1.066616178,0.680074573 ,-1.075750113,0.562446952 ,-0.846661806,0.426421046 ,-0.891768515,0.922233641 ,-0.284679115,0.793145001 ,-0.345228225,1.015051007 ,-0.904401600,0.896476150 ,-0.903379917,0.036123816 ,0.038666103 ,-0.036123816,-0.038666103,0.891799450 ,-0.165987208,0.782149494 ,-0.250898957,0.461874694 ,0.478006840 ,0.395554155 ,0.399664819 
0.828608513 ,-1.062340021,0.811434984 ,-1.088866115,0.807526112 ,-1.104286790,0.690351963 ,-1.057685614,0.680149615 ,-1.069336772,0.565673411 ,-0.846205533,0.428380132 ,-0.889265001,0.922035456 ,-0.285630077,0.801213145 ,-0.345619977,1.026330829 ,-0.896742165,0.920084655 ,-0.893491864,0.036589522 ,0.037053175 ,-0.036589522,-0.037053175,0.887348533 ,-0.172869086,0.759984851 ,-0.257195860,0.457293868 ,0.477432519 ,0.391240269 ,0.406032801 
